count,hybrid_mask
7,?l?d?l?d?d?l?l?d?d?d
7,?l?d?l?d?d?d?l?d?d?d
7,?l?d?l?d?d?d?d?d?l
7,?l?d?d?w3?d?d?l
7,?l?d?d?w2?l?d?d
7,?l?d?d?w2?d?w2
7,?l?d?d?s?l?l?d
7,?l?d?d?s?d?d?s
7,?l?d?d?s?d?d?d?d?d
7,?l?d?d?l?s?w2
7,?l?d?d?l?l?d?l?d?l?d
7,?l?d?d?l?l?d?d?l?l?l
7,?l?d?d?l?l?d?d?l?d
7,?l?d?d?l?d?l?w3
7,?l?d?d?l?d?l?s
7,?l?d?d?l?d?d?s?s
7,?l?d?d?l?d?d?l?d?d?s?s
7,?l?d?d?l?d?d?l?d?d?l?l?l
7,?l?d?d?d?w2?l?l?l
7,?l?d?d?d?w2?d?d?l
7,?l?d?d?d?w1?d?d
7,?l?d?d?d?s?s?s
7,?l?d?d?d?s?l
7,?l?d?d?d?l?l?d?l?l
7,?l?d?d?d?l?l?d?l?d
7,?l?d?d?d?l?l?d?d?d?d
7,?l?d?d?d?l?d?d?s
7,?l?d?d?d?l?d?d?d?l?l
7,?l?d?d?d?l?d?d?d?l?d?d?d?d
7,?l?d?d?d?l?d?d?d?l?d
7,?l?d?d?d?d?w3?d?d
7,?l?d?d?d?d?w2?l?l
7,?l?d?d?d?d?s?l?l
7,?l?d?d?d?d?d?w4
7,?l?d?d?d?d?d?u?u
7,?l?d?d?d?d?d?l?l?l?l
7,?l?d?d?d?d?d?d?w4
7,?l?d?d?d?d?d?d?s?d
7,?l?d?d?d?d?d?d?d?d?u
7,?l?d?d?d?d?d?d?d?d?d?d?d?d?l
7,?l?b?b?w2?l?l
7,?l?b?b?l?w2?w2
7,?l?b?b?l?l?w4
7,?l?b?b?l?l?l?w2
7,?d?w4?s?s
7,?d?w4?l?s
7,?d?w4?l?l?d?d
7,?d?w3?u?l
7,?d?w3?l?w2?d
7,?d?w3?l?d?w2
7,?d?w3?d?s?s
7,?d?w3?d?s?d?d
7,?d?w3?d?d?w2?d?d
7,?d?w3?d?d?w1
7,?d?w3?d?d?d?l?l
7,?d?w2?u?u?w2
7,?d?w2?s?w1
7,?d?w2?s?d?d?d
7,?d?w2?l?s?l?l
7,?d?w2?l?l?l?w3
7,?d?w2?l?d?d?l
7,?d?w2?l?d?d?d?d
7,?d?w2?d?w3?s
7,?d?w2?d?w2?s
7,?d?w2?d?u?l?l
7,?d?w2?d?s?d?d?d?d?d
7,?d?w2?d?d?w2?d?d?d?d
7,?d?w2?d?d?d?w3?l
7,?d?w2?d?d?d?w2?l
7,?d?w2?d?d?d?u?u
7,?d?w2?d?d?d?d?s?d
7,?d?w2?d?d?d?d?d?d?w2?d
7,?d?w1?d?w2?d?d
7,?d?w1?d?w1?d?w1?w1
7,?d?w1?d?u
7,?d?w1?d?l?l?l?l
7,?d?u?u?u?w3?d
7,?d?u?u?u?w2?u?u
7,?d?u?u?u?u?u?w2
7,?d?u?u?u?u?u?u?w2
7,?d?u?u?u?u?u?u?u?u?d
7,?d?u?u?u?u?d?d?u
7,?d?u?u?u?d?w2
7,?d?u?u?u?d?u?u?u?d
7,?d?u?u?u?d?d?d?d
7,?d?u?u?d?u?u?d?u?u
7,?d?u?u?d?d?u?u?u
7,?d?u?u?d?d?u?d?d
7,?d?u?l?w1
7,?d?u?l?u?l?u
7,?d?u?l?l?u?l
7,?d?u?l?l?l?l?l?l?l
7,?d?u?l?l?l?l?l?d
7,?d?u?l?l?l?d?d
7,?d?u?d?u?u?u?u?d
7,?d?u?d?u?u
7,?d?u?d?u?d?u?d?d
7,?d?s?w2?s
7,?d?s?s?w2
7,?d?s?d?u?u?u?u
7,?d?s?d?s?w1
7,?d?s?d?d?l?l?l?l
7,?d?s?d?d?l?l?l
7,?d?s?d?d?d?s?d?d?d?s?d
7,?d?s?d?d?d?s
7,?d?l?w3?w1
7,?d?l?w2?l?l?l?d
7,?d?l?u?u?u?u
7,?d?l?s?l?w2
7,?d?l?s?l?l?l?l
7,?d?l?l?w4?l?l?l
7,?d?l?l?w3?w4
7,?d?l?l?w2?w1
7,?d?l?l?w2?l?w2
7,?d?l?l?w2?l?d?d
7,?d?l?l?s?w1
7,?d?l?l?s?l?l?d
7,?d?l?l?l?w1?d
7,?d?l?l?l?u?l
7,?d?l?l?l?s?d?d
7,?d?l?l?l?s?d
7,?d?l?l?l?l?w2?w2
7,?d?l?l?l?l?l?u
7,?d?l?l?l?l?l?l?l?l?l?l?d
7,?d?l?l?l?l?l?l?l?l?l?l
7,?d?l?l?l?l?l?l?l?l?l?d?l
7,?d?l?l?l?l?d?l?l?d
7,?d?l?l?l?l?d?d?l?l
7,?d?l?l?l?d?l?l?u
7,?d?l?l?l?d?l?l?d?d
7,?d?l?l?d?w3?l
7,?d?l?l?d?l?s
7,?d?l?l?d?l?l?l?u
7,?d?l?l?d?l?l?l?d?l?l
7,?d?l?l?d?l?l?d?w2
7,?d?l?l?d?l?l?d?l?l?d?l?l
7,?d?l?l?d?l?d?d?d?d
7,?d?l?l?d?d?l?l?l?d
7,?d?l?l?d?d?l?l?d?d
7,?d?l?l?d?d?l?d?d?d
7,?d?l?l?d?d?d?s
7,?d?l?d?l?s?l?l
7,?d?l?d?l?l?l?s
7,?d?l?d?l?l?l?l?l?l?l
7,?d?l?d?l?d?l?w1
7,?d?l?d?l?d?l?l?l?d
7,?d?l?d?l?d?l?d?w2
7,?d?l?d?l?d?l?d?l?d?l?d?d
7,?d?l?d?l?d?l?d?l?d?d?d
7,?d?l?d?d?l?l?l?l?l
7,?d?l?d?d?l?l?d?l?l
7,?d?l?d?d?l?l?d?d?l
7,?d?l?d?d?l?d?d?d?d
7,?d?l?d?d?d?w3
7,?d?l?d?d?d?l?d?d?d
7,?d?d?w3?w3?u
7,?d?d?w3?u?l?l?l
7,?d?d?w3?d?w2?d?d?d
7,?d?d?w3?d?w2?d?d
7,?d?d?w3?d?d?w2?d
7,?d?d?w3?d?d?d?w3
7,?d?d?w3?d?d?d?l?l
7,?d?d?w2?w4?l?l?l
7,?d?d?w2?w3?l?l?l
7,?d?d?w2?w2?d?d?d?d?d?d?d
7,?d?d?w2?u?u?d?d
7,?d?d?w2?l?l?u
7,?d?d?w2?l?l?l?w3
7,?d?d?w2?d?d?w3?d
7,?d?d?w2?d?d?d?w4
7,?d?d?w2?d?d?d?u
7,?d?d?w2?d?d?d?d?w3?d
7,?d?d?w2?d?d?d?d?w2?d?d?d?d?d?d
7,?d?d?w2?d?d?d?d?d?w1
7,?d?d?w2?d?d?d?d?d?d?w3
7,?d?d?w2?d?d?d?d?d?d?l?l?l
7,?d?d?w1?w1?d?d
7,?d?d?w1?u
7,?d?d?w1?d?l?l
7,?d?d?u?w2?w2
7,?d?d?u?u?w3?l
7,?d?d?u?u?u?w4?d?d
7,?d?d?u?u?u?d?d?w2
7,?d?d?u?u?u?d?d?s
7,?d?d?u?u?d
7,?d?d?u?l?u?w3
7,?d?d?u?l?u?l?u?l?d?d
7,?d?d?u?l?u?l?u
7,?d?d?u?l?l?u
7,?d?d?u?d?u?u?d
7,?d?d?u?d?u?d?u
7,?d?d?s?w1?w2
7,?d?d?s?s?w3?s?s?d?d
7,?d?d?s?s?s?w2
7,?d?d?s?s?d?d?s?s?d?d
7,?d?d?s?d?w2?d?d
7,?d?d?s?d?d?s?s
7,?d?d?s?d?d?s?d?d?l?l?l
7,?d?d?l?w4?s
7,?d?d?l?w3?w4
7,?d?d?l?w3?l?w2
7,?d?d?l?w1?l
7,?d?d?l?w1?d?d
7,?d?d?l?u?u?u?u
7,?d?d?l?s?l?l?l
7,?d?d?l?l?w4?l?l?d?d
7,?d?d?l?l?w3?s
7,?d?d?l?l?w2?l?l?l
7,?d?d?l?l?u?u
7,?d?d?l?l?s?l?l?l
7,?d?d?l?l?s?l?d?d
7,?d?d?l?l?l?w2?w2
7,?d?d?l?l?l?w2?l?l
7,?d?d?l?l?l?l?l?l?l?d
7,?d?d?l?l?l?l?l?d?d?d
7,?d?d?l?l?l?d?d?w3
7,?d?d?l?l?l?d?d?d?l
7,?d?d?l?l?d?l?d?l?d
7,?d?d?l?l?d?d?d?d?s
7,?d?d?l?l?d?d?d?d?l
7,?d?d?l?d?l?d?d?l?d
7,?d?d?l?d?d?s?d?d
7,?d?d?l?d?d?l?d?l?d
7,?d?d?l?d?d?l?d?d?s
7,?d?d?l?d?d?l?d?d?l?d
7,?d?d?l?d?d?d?l?d?d
7,?d?d?d?w4?l?l?d?d?d
7,?d?d?d?w3?w3?d?d
7,?d?d?d?w3?w3?d
7,?d?d?d?w3?w2?w2
7,?d?d?d?w3?l?w4
7,?d?d?d?w3?l?l?w3
7,?d?d?d?w3?l?d?d?d?d
7,?d?d?d?w3?d?w4
7,?d?d?d?w3?d?w2?d
7,?d?d?d?w3?d?w1
7,?d?d?d?w3?d?d?u
7,?d?d?d?w3?d?d?d?d?d?w2
7,?d?d?d?w3?d?d?d?d?d?d?d?d?d
7,?d?d?d?w2?w4?w2
7,?d?d?d?w2?w4?d?d?d
7,?d?d?d?w2?w3?l?l
7,?d?d?d?w2?w2?d?d?d?d?d
7,?d?d?d?w2?s?l?l?l
7,?d?d?d?w2?s?d?d?d
7,?d?d?d?w2?d?w3?d
7,?d?d?d?w2?d?d?d?w2?d?d
7,?d?d?d?w2?d?d?d?l?w2
7,?d?d?d?w2?d?d?d?d?l
7,?d?d?d?w2?d?d?d?d?d?d?d?d?d?d?d?d
7,?d?d?d?w1?d?w2
7,?d?d?d?u?u?u?w4
7,?d?d?d?u?u?u?u?d
7,?d?d?d?u?u?u?l?l
7,?d?d?d?u?u?d?u?u
7,?d?d?d?u?l?w4
7,?d?d?d?u?l?l?w4
7,?d?d?d?u?l?l?u
7,?d?d?d?u?l?l?l?l?l
7,?d?d?d?s?w4?s
7,?d?d?d?s?w2?s
7,?d?d?d?s?w1?s?d?d?d
7,?d?d?d?s?u?l?l?l
7,?d?d?d?s?s?s?w2
7,?d?d?d?s?l?l?d
7,?d?d?d?s?d?l?l?l?l
7,?d?d?d?s?d?l?l?l
7,?d?d?d?s?d?d?d?s?l
7,?d?d?d?s?d?d?d?s?d?d?d?s?d?d?d
7,?d?d?d?s?d?d?d?s?d?d?d?s
7,?d?d?d?s?d?d?d?l?l
7,?d?d?d?s?d?d?d?d?d?d?s?d
7,?d?d?d?l?w4?l
7,?d?d?d?l?l?w2?d?d?d
7,?d?d?d?l?l?l?l?l?l?l?l
7,?d?d?d?l?l?l?l?l?d?d?d
7,?d?d?d?l?l?d?l?l?l
7,?d?d?d?l?l?d?d?s
7,?d?d?d?l?d?d?l?d?d?d
7,?d?d?d?l?d?d?d?w2
7,?d?d?d?d?w4?u?u
7,?d?d?d?d?w3?w2?l?l
7,?d?d?d?d?w3?w2?d
7,?d?d?d?d?w3?s?w3
7,?d?d?d?d?w3?l?l?s
7,?d?d?d?d?w3?d?l
7,?d?d?d?d?w3?d?d?s?d
7,?d?d?d?d?w3?d?d?s
7,?d?d?d?d?w2?w4?l
7,?d?d?d?d?w2?l?w3?l
7,?d?d?d?d?w2?l?l?d?d
7,?d?d?d?d?w2?d?l?l?l?l
7,?d?d?d?d?w2?d?d?l?w2
7,?d?d?d?d?w2?d?d?d?d?l?l?l
7,?d?d?d?d?w2?d?d?d?d?d?d?d?d?d?d?d
7,?d?d?d?d?w1?l?l?l
7,?d?d?d?d?w1?d?l
7,?d?d?d?d?u?w2?d?d?d?d
7,?d?d?d?d?u?l?u?l?u
7,?d?d?d?d?u?l?l?w4
7,?d?d?d?d?u?l?l?u?l?l
7,?d?d?d?d?u?l?l?l?l
7,?d?d?d?d?u?d?d?d?d?d
7,?d?d?d?d?s?d?d?w2
7,?d?d?d?d?s?d?d?d?d?l
7,?d?d?d?d?l?w2?w3
7,?d?d?d?d?l?u?u?u
7,?d?d?d?d?l?l?l?l?w4
7,?d?d?d?d?l?l?l?l?l?l?l?l
7,?d?d?d?d?l?l?l?l?l?d?d?d?d
7,?d?d?d?d?l?l?l?l?l?d
7,?d?d?d?d?l?l?l?l?d?d?d
7,?d?d?d?d?l?l?l?d?l
7,?d?d?d?d?l?l?d?d?d?d?d
7,?d?d?d?d?l?d?l?l?l?l
7,?d?d?d?d?l?d?l?d?d
7,?d?d?d?d?l?d?d?d?l?l
7,?d?d?d?d?d?w4?d?d?d
7,?d?d?d?d?d?w3?w1
7,?d?d?d?d?d?w2?w2?d?d?d
7,?d?d?d?d?d?w2?l?w2
7,?d?d?d?d?d?w2?d?d?w2?d
7,?d?d?d?d?d?w2?d?d?d?d?d?d?d?d?d?d?d
7,?d?d?d?d?d?w1?l?l
7,?d?d?d?d?d?u?u?u?u?u?u
7,?d?d?d?d?d?u?u?l
7,?d?d?d?d?d?s?s?l
7,?d?d?d?d?d?l?s?w2
7,?d?d?d?d?d?l?l?l?l?l?l?l
7,?d?d?d?d?d?l?l?d?l
7,?d?d?d?d?d?l?d?l?l?d
7,?d?d?d?d?d?d?w2?u?u
7,?d?d?d?d?d?d?w2?l?l?w2
7,?d?d?d?d?d?d?w2?d?d?l?l?l
7,?d?d?d?d?d?d?w2?d?d?d?d?w2
7,?d?d?d?d?d?d?w2?d?d?d?d?d?d?d?d?d?d
7,?d?d?d?d?d?d?u?u?l
7,?d?d?d?d?d?d?s?u?u?u
7,?d?d?d?d?d?d?s?l?w2
7,?d?d?d?d?d?d?l?w3?l?l
7,?d?d?d?d?d?d?l?l?w2?l
7,?d?d?d?d?d?d?l?l?l?w4
7,?d?d?d?d?d?d?l?l?l?l?l?l?l
7,?d?d?d?d?d?d?l?l?l?l?d
7,?d?d?d?d?d?d?l?l?l?d?d?d?d?d?d
7,?d?d?d?d?d?d?l?l?l?d?d?d
7,?d?d?d?d?d?d?d?w4?d?d?d
7,?d?d?d?d?d?d?d?w3?w4
7,?d?d?d?d?d?d?d?w3?l?w2
7,?d?d?d?d?d?d?d?w2?w1
7,?d?d?d?d?d?d?d?w2?u
7,?d?d?d?d?d?d?d?u?u?l?l
7,?d?d?d?d?d?d?d?u?l?u
7,?d?d?d?d?d?d?d?s?l?l?l?l
7,?d?d?d?d?d?d?d?s?d?d?d?d?d?d?d?d
7,?d?d?d?d?d?d?d?l?l?l?d
7,?d?d?d?d?d?d?d?l?d?d?d
7,?d?d?d?d?d?d?d?d?w3?d?d?d?d?d?d
7,?d?d?d?d?d?d?d?d?w1?w2
7,?d?d?d?d?d?d?d?d?s?s?w2
7,?d?d?d?d?d?d?d?d?s?s?s?s
7,?d?d?d?d?d?d?d?d?s?s?l?l
7,?d?d?d?d?d?d?d?d?s?l?w4
7,?d?d?d?d?d?d?d?d?l?l?l?w3
7,?d?d?d?d?d?d?d?d?l?l?l?l?d?d
7,?d?d?d?d?d?d?d?d?l?l?d?d
7,?d?d?d?d?d?d?d?d?d?w2?d?l?l
7,?d?d?d?d?d?d?d?d?d?w2?d?d?d?d?d?d?d
7,?d?d?d?d?d?d?d?d?d?w1?d?d
7,?d?d?d?d?d?d?d?d?d?s?d?d?d?d?d?d?d?d?d
7,?d?d?d?d?d?d?d?d?d?s?d?d?d?d
7,?d?d?d?d?d?d?d?d?d?l?l?l?s
7,?d?d?d?d?d?d?d?d?d?l?l?l?l?l
7,?d?d?d?d?d?d?d?d?d?d?u?w3
7,?d?d?d?d?d?d?d?d?d?d?l?l?l?w2
7,?d?d?d?d?d?d?d?d?d?d?d?w3?s
7,?d?d?d?d?d?d?d?d?d?d?d?u?u?u
7,?d?d?d?d?d?d?d?d?d?d?d?s?l?l?l?l
7,?d?d?d?d?d?d?d?d?d?d?d?s?l?l?l
7,?d?d?d?d?d?d?d?d?d?d?d?d?w2?l
7,?d?d?d?d?d?d?d?d?d?d?d?d?l?w2
7,?d?d?d?d?d?d?d?d?d?d?d?d?d?s?s
7,?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?w2?d
7,?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?s
7,?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?w2
7,?b?b?l?l?l?l
7,?b?b?l?b?b?w3
7,?b?b?l?b?b?l?d?d
7,?b?b?l?b?b?l?b?b?l
7,?b?b?b?b?b?b?w4?w4
7,?b?b?b?b?b?b?b?b?b?b
6,?w4?w4?w4?d?d
6,?w4?w4?w3?d?d
6,?w4?w4?u?w4
6,?w4?w4?u?u?w4
6,?w4?w4?u?u?d
6,?w4?w4?s?u?u?u
6,?w4?w4?l?u
6,?w4?w4?l?d?l?d
6,?w4?w4?l?d?l
6,?w4?w4?l?d?d?d
6,?w4?w4?d?w2?d
6,?w4?w4?d?l?l
6,?w4?w4?d?d?d?d?w2
6,?w4?w4?d?d?d?d?d?d?d?d?d
6,?w4?w3?w3?l?l?l
6,?w4?w3?w3?d?d?d
6,?w4?w3?w1?l
6,?w4?w3?s?s?d?d
6,?w4?w3?s?l?l?l
6,?w4?w3?s?d?d?s
6,?w4?w3?l?l?l?w3
6,?w4?w3?d?s?d
6,?w4?w3?d?l?l?l
6,?w4?w2?w4?u
6,?w4?w2?w3?l?l?l
6,?w4?w2?w1?s
6,?w4?w2?u?w4
6,?w4?w2?u?u?w2
6,?w4?w2?u?u?u?u?u?u
6,?w4?w2?u?s
6,?w4?w2?s?s?l
6,?w4?w2?l?w2?s
6,?w4?w2?l?w2?d
6,?w4?w2?l?s?d
6,?w4?w2?l?l?w3?l
6,?w4?w2?l?l?l?l?w2
6,?w4?w2?l?l?l?l?d?d
6,?w4?w2?l?d?l?l
6,?w4?w2?d?s?s
6,?w4?w2?d?d?w1
6,?w4?w2?d?d?s?d?d
6,?w4?w2?d?d?d?s?s
6,?w4?w2?d?d?d?d?s
6,?w4?w2?d?d?d?d?d?w4
6,?w4?w1?w2?w2
6,?w4?w1?w2?l?l
6,?w4?w1?w2?l
6,?w4?w1?l?s
6,?w4?w1?d?l
6,?w4?u?w3?s?d
6,?w4?u?w2?s?d?d
6,?w4?u?u?w4?u?u?u
6,?w4?u?u?w3?d?d
6,?w4?u?u?u?w3?d
6,?w4?u?u?u?u?s?d?d?d
6,?w4?u?u?u?u?d?d?d?d?d
6,?w4?u?u?u?s?w3
6,?w4?u?u?u?l?l
6,?w4?u?u?u?d?d?u
6,?w4?u?u?s?w3
6,?w4?u?u?s?u?u?u
6,?w4?u?u?l?w2
6,?w4?u?u?l?l?d?d
6,?w4?u?u?d?d?w3
6,?w4?u?u?d?d?w2
6,?w4?u?s?u?u?u?u
6,?w4?u?l?w3?d
6,?w4?u?l?u?l?w2
6,?w4?u?l?s?d
6,?w4?u?l?l?w2?d?d
6,?w4?u?l?l?u?w3
6,?w4?u?l?d?l
6,?w4?u?d?w4
6,?w4?u?d?u?u?u?u
6,?w4?u?d?s?d
6,?w4?u?d?d?w2
6,?w4?u?d?d?d?u
6,?w4?u?d?d?d?d?d?d?d?d
6,?w4?u?d?d?d?d?d?d?d
6,?w4?s?w4?l?l
6,?w4?s?w3?s?l?l
6,?w4?s?w3?l?d?d
6,?w4?s?w3?d?d?w3
6,?w4?s?w2?w1
6,?w4?s?w2?l?d
6,?w4?s?w1?w4
6,?w4?s?u?u?w2
6,?w4?s?u?u?u?w2
6,?w4?s?u?u?s?w3
6,?w4?s?u?u?s?u?u?u
6,?w4?s?u?s?w3
6,?w4?s?u?s?u?s?u
6,?w4?s?u?l?w4
6,?w4?s?s?w4?s
6,?w4?s?s?s?s?d
6,?w4?s?s?l?d
6,?w4?s?l?w3?w2
6,?w4?s?l?s?s
6,?w4?s?l?s?l?w4
6,?w4?s?l?s?l?s?l?s
6,?w4?s?l?l?w1
6,?w4?s?l?l?u
6,?w4?s?l?l?l?s?d
6,?w4?s?l?l?l?l?w2
6,?w4?s?l?l?d?l?l
6,?w4?s?l?d?w2
6,?w4?s?l?d?d?s
6,?w4?s?d?s?s
6,?w4?s?d?d?w2?d?d
6,?w4?s?d?d?s?l
6,?w4?s?d?d?d?l
6,?w4?l?w4?w3?l
6,?w4?l?w4?s?s
6,?w4?l?w4?l?w3
6,?w4?l?w4?l?d
6,?w4?l?w3?s?l?l
6,?w4?l?w3?l?l?d?d
6,?w4?l?w3?d?w2
6,?w4?l?w3?d?d?d?d?d
6,?w4?l?w2?w3?l
6,?w4?l?w2?w2?w2
6,?w4?l?w2?w2?d
6,?w4?l?w2?l?l?w4
6,?w4?l?w2?d?l
6,?w4?l?w1?w3
6,?w4?l?u?s?s
6,?w4?l?u?l?u?w2
6,?w4?l?u?l?u?l?u?l
6,?w4?l?u?l?u?d?d?d
6,?w4?l?u?l?d?d?d?d
6,?w4?l?u?d?d?d?d
6,?w4?l?s?w2?l
6,?w4?l?s?u
6,?w4?l?s?s?d?d
6,?w4?l?s?l?l?d?d
6,?w4?l?s?d?s?d
6,?w4?l?l?w4?w3
6,?w4?l?l?w3?s
6,?w4?l?l?w3?l?w2
6,?w4?l?l?w3?l?d?d
6,?w4?l?l?w3?d?d?d?d
6,?w4?l?l?w2?l?w4
6,?w4?l?l?w1?d
6,?w4?l?l?s?w3?l
6,?w4?l?l?l?w4?l
6,?w4?l?l?l?w3?s
6,?w4?l?l?l?w3?l?l
6,?w4?l?l?l?w2?d?d?d
6,?w4?l?l?l?l?w2?w2
6,?w4?l?l?l?l?l?w2?l
6,?w4?l?l?l?l?l?l?s
6,?w4?l?l?l?d?s?d
6,?w4?l?l?l?d?d?w3
6,?w4?l?l?l?d?d?l?l?l
6,?w4?l?l?d?w2?d
6,?w4?l?l?d?w1
6,?w4?l?l?d?s?d?d
6,?w4?l?l?d?d?w2?d?d
6,?w4?l?l?d?d?l?l?d?d
6,?w4?l?d?u?u
6,?w4?l?d?u?l
6,?w4?l?d?s?d?d
6,?w4?l?d?l?w4
6,?w4?l?d?l?l?l?d?l
6,?w4?l?d?l?d?w2
6,?w4?l?d?l?d?l?s
6,?w4?l?d?l?d?l?l?l
6,?w4?l?d?d?w4
6,?w4?l?d?d?s?d?d
6,?w4?l?d?d?d?l?d
6,?w4?d?w4?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?d?w4?d?w4
6,?w4?d?u?d?u
6,?w4?d?l?w2?l
6,?w4?d?l?w1
6,?w4?d?l?l?l?w2
6,?w4?d?d?w3?d?d?d?d
6,?w4?d?d?w2?d?d?s
6,?w4?d?d?u?s
6,?w4?d?d?s?u
6,?w4?d?d?s?d?s
6,?w4?d?d?l?l?d?d
6,?w4?d?d?d?u?u?u?u
6,?w4?d?d?d?l?l?s
6,?w4?d?d?d?l?d?d
6,?w4?d?d?d?d?w3?d?d
6,?w4?d?d?d?d?u?w3
6,?w4?d?d?d?d?s?w3
6,?w4?d?d?d?d?d?w2?d?d
6,?w4?d?d?d?d?d?s?s?s
6,?w4?d?d?d?d?d?d?l?l?l
6,?w4?d?d?d?d?d?d?d?d?d?d?d?d?d?d
6,?w4?b?b?b?w4?d?d?d?d
6,?w4?b?b?b?w1
6,?w4?b?b?b?b?b?b?b?b?b
6,?w4?b
6,?w3?w4?w4?w3
6,?w3?w4?u?w3
6,?w3?w4?u?u?d?d
6,?w3?w4?s?s?d
6,?w3?w4?l?w3?l
6,?w3?w4?l?s?d?d
6,?w3?w4?l?s
6,?w3?w4?l?l?l?w2
6,?w3?w4?l?l?l?d?d
6,?w3?w4?l?l?l?d
6,?w3?w4?d?d?w4
6,?w3?w3?w3?l?w3
6,?w3?w3?w3?l?d?d
6,?w3?w3?w1?s
6,?w3?w3?s?s?w2
6,?w3?w3?s?l?l?l
6,?w3?w3?s?d?w2
6,?w3?w3?l?w3?w3
6,?w3?w3?l?l?w2?l
6,?w3?w3?l?l?d?d?d?d
6,?w3?w3?l?d?w3
6,?w3?w3?l?d?s
6,?w3?w3?l?d?d?d?w2
6,?w3?w3?d?w2?d?d
6,?w3?w3?b?b
6,?w3?w2?w3?w1
6,?w3?w2?w3?l?w2
6,?w3?w2?w3?l?l?l
6,?w3?w2?w3?d?d?d?d?d
6,?w3?w2?w2?u
6,?w3?w2?w2?l?l?w2
6,?w3?w2?u?u?u?u?u
6,?w3?w2?u?u?d?d
6,?w3?w2?u?d?d?d
6,?w3?w2?s?s?s?s
6,?w3?w2?s?s?d?d
6,?w3?w2?s?s?d
6,?w3?w2?l?w3?w3
6,?w3?w2?l?s?l
6,?w3?w2?l?l?w3?l
6,?w3?w2?l?l?l?w4
6,?w3?w2?l?l?l?d?d?d?d
6,?w3?w2?l?l?l?d?d?d
6,?w3?w2?d?l?d?d
6,?w3?w2?d?d?w3?l
6,?w3?w2?d?d?w2?d?d
6,?w3?w2?d?d?w1
6,?w3?w2?d?d?d?d?l?l
6,?w3?w1?w2?w4
6,?w3?w1?s?l?l
6,?w3?w1?l?w1
6,?w3?u?w4?u?u?u
6,?w3?u?w3?u?w4
6,?w3?u?w3?u?w2
6,?w3?u?w3?s?d
6,?w3?u?w2?s?d?d
6,?w3?u?u?w4?u?u?u
6,?w3?u?u?w3?u?u
6,?w3?u?u?u?w2?u?u
6,?w3?u?u?u?u?d?u
6,?w3?u?u?u?l?l
6,?w3?u?u?u?d?d?s
6,?w3?u?u?s?u?u
6,?w3?u?u?d?d?u
6,?w3?u?u?d?d?d?d?d?d?d
6,?w3?u?l?s?s
6,?w3?u?l?l?w2?s
6,?w3?u?l?l?w2?l
6,?w3?u?l?l?w2?d?d
6,?w3?u?l?l?u?w2
6,?w3?u?l?l?l?w1
6,?w3?u?l?l?l?l?w2
6,?w3?u?d?d?d?d?s?s
6,?w3?u?d?d?d?d?d?d?d?d?d?d
6,?w3?s?w3?w2?d?d
6,?w3?s?w3?u?u
6,?w3?s?w3?s?w2?s
6,?w3?s?w3?s?l?w2
6,?w3?s?w3?s?d?w2
6,?w3?s?w3?l?w3
6,?w3?s?w3?l?l?l
6,?w3?s?w3?d?d?s
6,?w3?s?w2?w2?d?d
6,?w3?s?w2?w2?d
6,?w3?s?w2?s?w3?d?d
6,?w3?s?w2?s?w2?l
6,?w3?s?w2?s?l?l?d
6,?w3?s?w2?l?s
6,?w3?s?w2?l?l?d
6,?w3?s?w2?d?l?l
6,?w3?s?w2?d?l
6,?w3?s?w2?d?d?d?w2
6,?w3?s?w1?s?l
6,?w3?s?w1?d?d?d?d
6,?w3?s?u?w2?s?d?d
6,?w3?s?u?w2?s
6,?w3?s?u?u?w4
6,?w3?s?u?u?u?s?d?d
6,?w3?s?u?u?u?s
6,?w3?s?u?u?u?d
6,?w3?s?s?s?w4
6,?w3?s?s?s?s?s?s?s
6,?w3?s?s?l?w3
6,?w3?s?s?l?l?l?l
6,?w3?s?l?s?w3?d
6,?w3?s?l?s?s
6,?w3?s?l?l?w2?w2
6,?w3?s?l?l?w2?d?d
6,?w3?s?l?l?w2?d
6,?w3?s?l?l?w1
6,?w3?s?l?l?l?s?l?l?l
6,?w3?s?l?l?l?l?w3
6,?w3?s?l?l?l?l?s?d?d
6,?w3?s?l?l?l?l?l?d?d
6,?w3?s?d?u?u
6,?w3?s?d?l?w3
6,?w3?s?d?d?w2?d?d
6,?w3?s?d?d?l?l?l?l
6,?w3?s?d?d?d?s?w3
6,?w3?s?d?d?d?d?s?w2
6,?w3?s?d?d?d?d?s?d?d
6,?w3?l?w4?w2?d?d
6,?w3?l?w4?s?l
6,?w3?l?w4?s?d
6,?w3?l?w3?w2?s
6,?w3?l?w3?s?d?d?d?d
6,?w3?l?w3?l?w1
6,?w3?l?w3?l?l?w3
6,?w3?l?w3?l?l?l?l?l
6,?w3?l?w3?d?d?w3
6,?w3?l?w3?d?d?d?d?s
6,?w3?l?w2?w3?w2
6,?w3?l?w2?w3?d?d?d
6,?w3?l?w2?w1?l
6,?w3?l?w2?l?l?l?d?d
6,?w3?l?w2?d?s
6,?w3?l?w2?d?l?l
